Sr_no,Username,Insta_Id,Profile_Id,Bio,Is_Business_Account,Email,Posts,Followers,Following,Business_Category_Name,Category_Name,FF_Ratio
655,__snehanjali__,https://www.instagram.com/__snehanjali__/,8051137917,":Dm For Paid Promotions & Collaboration ❤️
~ creat your own happiness ~",FALSE,Null,96,37158,150,Null,Video Creator,247.72
656,flowless_minnu_official,https://www.instagram.com/flowless_minnu_official/,3505819844,"𝐎𝐅𝐅𝐈𝐂𝐈𝐀𝐋 𝐀𝐂𝐂𝐎𝐔𝐍𝐓 🤤
  • 𝑺𝒊𝒎𝒑𝒍𝒆 𝒃𝒖𝒕 𝑺𝒊𝒈𝒏𝒊𝒇𝒊𝒄𝒂𝒏𝒕💫 
🅒🅞🅛🅛🅐🅑 : 💌 mithramittu123@gmail.com",FALSE,Null,87,43337,73,Null,Video Creator,593.66
657,chabbi_official_11,https://www.instagram.com/chabbi_official_11/,8692643249,"ACTING WAR 
VD FAN
OCT (21) 🌟💚
FOUNDER OF:( @scs_promotions )",FALSE,Null,290,48262,265,Null,Actor,182.12
658,_aishwarya_asher,https://www.instagram.com/_aishwarya_asher/,35784006046,"Aishwarya Reddy
Web series: #warangalvandana 📷
Movies:1.#ramachandrapuram 🎥
              2.#suprise 
YouTube....👇",FALSE,Null,756,59095,187,Null,Actor,316.02
659,indhuscoverstore,https://www.instagram.com/indhuscoverstore/,40397938003,"Customised  gifts avl
For jewellery  msg us
Resellers welcome🤝
Online payment
No cod
Admin:@dol_vini_naidu",FALSE,Null,1591,7154,32,Null,None,223.56
660,indhuscloset,https://www.instagram.com/indhuscloset/,24516608489,"For jwels @indhusjewels
Exclusive collection
Admin:@hemapriya_gorthi
 collab-1story,3 posts,3 reels
No cash on delivery option 
No return/no refund",FALSE,Null,2694,3673,59,Null,None,62.25
661,mounika_collections_26,https://www.instagram.com/mounika_collections_26/,45511504752,"💎Sarees/Kurtis/jewellery/kids wear
➡️COD/online payment 
👉Exchange/return on some products 
📞/📩 whatsapp no.8639558108",TRUE,Null,345,1694,77,Personal Goods & General Merchandise Stores,Clothing (Brand),22
662,abhi_ramcollection,https://www.instagram.com/abhi_ramcollection/,44363956222,"Only for Female collections, Handloom sarees & Dresses
No cod,No exchange
Open video is must 
WhatsApp number-9030241756
Shipping Availble all over 🇮🇳",TRUE,Null,1463,2221,67,Personal Goods & General Merchandise Stores,Shopping & Retail,33.15
663,__chawla0004,https://www.instagram.com/__chawla0004/,2909231563,"Founder of - @starkle_hub
Official MyGlammXO Beauty Creator ★
📍Delhi
DM/Email for Collaborations",FALSE,Null,130,17686,12,Null,Public Figure,1473.83
664,sincerelyuma,https://www.instagram.com/sincerelyuma/,46570362299,"Brand Narratives ⏩ FASHION/LIFESTYLE /LUXURY/BEAUTY 
🌈 🇮🇳 Mumbai 
Nature lover 💚❤️
sincerelyuma@gmail.com
Regular Giveaways
Mellow 15 ( code )",FALSE,Null,127,2483,314,Null,Digital Creator,7.91
665,sisterblogs_1,https://www.instagram.com/sisterblogs_1/,14915084503,"Skincare/Product Reviews/Fashion/Lifestyle
Up for Collab❤
Support small businesses",FALSE,Null,166,6970,3934,Null,Personal Blog,1.77
666,parulagg2294,https://www.instagram.com/parulagg2294/,1736535005,"Mom & Fashion Influencer💁🏻‍♀️
Beauty🌸Fashion🌸Motherhood🌸Lifestyle
Founder @bargain_buckeet (Shop my closet)
MYNTRA FASHION INFLUENCER 
Parulagg2294 ⬅️",FALSE,Null,866,22744,1638,Null,Public Figure,13.89
667,harshiv_kushali,https://www.instagram.com/harshiv_kushali/,7498450679,"My Baby My PRIDE❤️
PARENTING,MOMMY AND BABY FASHION. 
LIFESTYLE 🎀
CONTENT CREATOR📝
DM for Collabs📩
Kushali.mittal@gmail.com 📧",FALSE,Null,1081,30148,3117,Null,Blogger,9.67
668,simark_makeup,https://www.instagram.com/simark_makeup/,5601274941,"💋💄MUA, Educator & Influencer
Certified @plouise_makeup_academy 
💅Studio: HL-6, Jail Road, Delhi
📞8368887051, 9990209292
#simarkbrides #simarkmakeup",FALSE,Null,1897,29542,912,Null,Makeup Artist,32.39
669,anurbannomadic,https://www.instagram.com/anurbannomadic/,6007415390,"32 countries 🌏 📌 Mumbai
Ex-Cofounder | B.Tech
📧connectwithaun@gmail.com
Ft:TOI, Parent Circle, Mumbai Mirror
I-day Sale Offers 👇",FALSE,Null,540,34358,4148,Null,Digital Creator,8.28
670,roze.india,https://www.instagram.com/roze.india/,40027993035,"Unique • Versatile • Elegant 
Time-honored prints & lacework with modern comfort.
Juttis: @saya.india
Shipping worldwide | COD available 
Shop below 👇",TRUE,Null,240,15468,651,Personal Goods & General Merchandise Stores,Clothing (Brand),23.76
671,mom.chronicles,https://www.instagram.com/mom.chronicles/,1114393023,"Sneak peek into my life in stamp size 💫
Mominfluencer| fashion lover| fitness enthusiast| dreamer| 
💌/DM for collaborations",TRUE,Null,937,22473,955,Creators & Celebrities,Personal Blog,23.53
672,p.r.jewellery.collections,https://www.instagram.com/p.r.jewellery.collections/,7414158717,"🌸𝐉𝐞𝐰𝐞𝐥𝐥𝐞𝐫𝐲 | 𝐂𝐥𝐮𝐭𝐜𝐡𝐞𝐬🌸
📽️Unboxing video must
❌COD/Cancellation/Return
Clothing - @fashion.street.22
Online Payment only.
Shipping in 🇮🇳",TRUE,Null,1677,33543,101,Personal Goods & General Merchandise Stores,Jewelry/Watches,332.11
673,bakes_n_cakes_kochi,https://www.instagram.com/bakes_n_cakes_kochi/,33428371645,"👩‍🍳@supperr_giggles
𝘾𝙚𝙡𝙚𝙗𝙧𝙞𝙩𝙮 | 𝙇𝙪𝙭𝙪𝙧𝙮 | 𝙋𝙧𝙚𝙢𝙞𝙪𝙢 𝘽𝙞𝙧𝙩𝙝𝙙𝙖𝙮 𝘾𝙖𝙠𝙚𝙨
𝙑𝙔𝙋𝙄𝙉 |𝙉 𝙋𝘼𝙍𝙑𝙐𝙍 | 𝙀𝙍𝙉𝘼𝙆𝙐𝙇𝘼𝙈 | 𝙆𝙊𝘾𝙃𝙄
𝙒𝙝𝙖𝙩𝙨𝙖𝙥𝙥•𝘿𝙈•𝘾𝙖𝙡𝙡📲 𝟳𝟬𝟭𝟮𝟴𝟭𝟵𝟭𝟱𝟵
𝙁𝙧𝙚𝙚 𝙃𝙤𝙢𝙚𝘿𝙚𝙡𝙞𝙫𝙚𝙧𝙮 🚚",TRUE,Null,695,13323,644,Personal Goods & General Merchandise Stores,Product/Service,20.69
674,amita_pathak_sachar,https://www.instagram.com/amita_pathak_sachar/,10489873,"💃🏻Actor/Producer
💄Beauty/Lifestyle 
👩‍💻Collaboration:amita@undermyumbrella.in",TRUE,Null,789,27730,1704,Creators & Celebrities,Public Figure,16.27
675,kajal_som,https://www.instagram.com/kajal_som/,8362382684,"Engineer | Ex-Cabin Crew | YouTuber
BORN ON INSTAGRAM CREATOR
Rising Content Creator Award winner🧿
Makeup Lover, Serving Slow Aesthetic videos",TRUE,Null,791,116525,793,Creators & Celebrities,Video Creator,146.94
676,gunjanbsingh,https://www.instagram.com/gunjanbsingh/,1540929631,"• Lifestyle • Fashion • Beauty 💄
• Styling @littlebabyblogger  
• Founder: @influenceofwomen 
📍New Delhi 🔛 Kanpur
DM for Collaborations",TRUE,Null,2127,50948,1430,Creators & Celebrities,Blogger,35.63
677,nikky_blogdiaries,https://www.instagram.com/nikky_blogdiaries/,1101660271,"Influencer 
Stay At Home Mom Trying Make Time Productive
Leather Handbag Designer 
Founder @odisha_moms_tribe 
📩nikky.coolest@gmail.com",FALSE,Null,710,31762,3709,Null,Blogger,8.56
678,giveaway.com.pk,https://www.instagram.com/giveaway.com.pk/,48547129589,"Exciting Giveaways are on their way 🤩
  🌼Come, Follow, Like, Comment, and win
GIVEAWAY WILL END ON 20AUGUST",TRUE,Null,6,1809,21,Non-Profits & Religious Organizations,Community,86.14
679,divyachawla1915,https://www.instagram.com/divyachawla1915/,3197393493,"👫 Mom of twins| 👨‍👩‍👧‍👦 Motherhood Redefined 
💄Fashion| 👗Lifestyle  |🍝Food | ✈️Travel⠀
📩 divyavchawla7@gmail.com / DM 4 COLLABS
📍 Mumbai, Maharashtra",TRUE,Null,963,54145,1600,Creators & Celebrities,Personal Blog,33.84
680,sheczzarindia,https://www.instagram.com/sheczzarindia/,8766989333,"Contemporary fashion label 
#ShopSheczzar 
New Collection now in stores !!
For Queries: +91 97800 23000",TRUE,Null,366,3748,40,Personal Goods & General Merchandise Stores,Clothing (Brand),93.7
681,whatwe_doo,https://www.instagram.com/whatwe_doo/,10830343901,"💃 Fun & Quirky Fashion Influencer
👩‍👧 Mom to a Munchkin Daughter
👗 Styling, Beauty, Travel & Lifestyle 
~Be Nice.Be Happy.~
Owner @_what_wewore",FALSE,Null,1150,22639,2753,Null,Digital Creator,8.22
682,yuvikasethi57,https://www.instagram.com/yuvikasethi57/,1503826317,"▪️Motherhood-Fashion-Lifestyle 
 👧🧿Mom of #dhiyarasethi 
Featured on: mybabychakra for top 5 inspiring MomBloggers
Business- 📧 yuvikasethi57@gmail.com",TRUE,Null,736,24768,2278,Creators & Celebrities,Digital Creator,10.87
683,dhaagaandco,https://www.instagram.com/dhaagaandco/,37115808524,"Art of Awadh by Savnit Gurnani 
Handcrafted by 20+ Chikankari and Kaamdani Designers & Artisans of Lucknow📍
COD | Shipping Worldwide",TRUE,Null,343,10060,2,Personal Goods & General Merchandise Stores,Shopping & Retail,5030
684,themomsagas,https://www.instagram.com/themomsagas/,1294628103,"Educationist| Author| Mom of Twins 
📝Parenting/Activities/Books/DIY
Ebooks- A to Z of Parenting Twins,
The Magic Of Reading To Young Kids 
📧for Collab",FALSE,Null,888,42069,3959,Null,Personal Blog,10.63
685,zoyas.giveaway,https://www.instagram.com/zoyas.giveaway/,48254781691,"OWNER @zoyas_exclusive_collection
💸CASH GIVEAWAY ONLY
📢 PROMOTE YOUR BUSINESS
📢 DM FOR COLLABORATIONS 
💯 ORGANIC FOLLOWERS 
❤️EFFORT BASED GIVEAWAY",TRUE,Null,25,3382,9,Creators & Celebrities,Personal Blog,375.78
686,kinjaldesai89,https://www.instagram.com/kinjaldesai89/,10725864223,"Indian YouTuber 140k+ YouTube fam🤗, #fashionblogger blogger,makeup lover DM for PR/collaboration 💌",FALSE,Null,440,7791,143,Null,Digital Creator,54.48
687,simone.khambatta,https://www.instagram.com/simone.khambatta/,3763521126,"Founder- @simplysimone.official 
YouTube- @mamasays_official
Mommy to @zephyrs.tales @serenas.tales
💌 simone.khambatta@gmail.com
Luxe Hippie 💎🦄",FALSE,Null,650,85323,2079,Null,Public Figure,41.04
688,giveaway_contest_official,https://www.instagram.com/giveaway_contest_official/,31761990068,"❤ Promoting brands and bloggers
We help brands and bloggers to grow their followers 😍
Brands and bloggers can DM us to organize a giveaway❤❤",TRUE,Null,75,19053,0,Business & Utility Services,Advertising/Marketing,Null
689,beingmom_andbeyond,https://www.instagram.com/beingmom_andbeyond/,14075897496,"Parenting Influencer | Lifestyle Content Creator
Lifestyle | Parenting | Fashion | Fitness | Brand Promotions",FALSE,Null,771,32948,4760,Null,Digital Creator,6.92
690,sonaljain.official,https://www.instagram.com/sonaljain.official/,8511375255,"Cᴇʟᴇʙʀɪᴛʏ & Bʀɪᴅᴀʟ ᴍᴀᴋᴇᴜᴘ ᴀʀᴛɪsᴛ
#sonaljainmua 
📍ᴅᴇʟʜɪ|ᴘᴜɴᴊᴀʙ
𝗗𝗺 𝗳𝗼𝗿 𝗰𝗼𝗹𝗹𝗮𝗯𝗼𝗿𝗮𝘁𝗶𝗼𝗻𝘀
PR:sonal75jain@gmail.coᴍ
Offline Courses📱6280639316
Bookings 👇",TRUE,Null,657,12400,1428,Creators & Celebrities,Artist,8.68
691,momwearsprada,https://www.instagram.com/momwearsprada/,311156858,"Motherhood Lifestyle Beauty Travel
Most Searched Indian Mom Blogger Google
Award 50 Most Influential Women in World
Mentor Femina Mrs. India",FALSE,Null,1788,112954,3735,Null,Public Figure,30.24
692,moonlight_giveaways,https://www.instagram.com/moonlight_giveaways/,8505174194,"Supporting small business
Dm for sponsorship/pr
#supportingsmallbusinesses
#dmforsponsorship",FALSE,Null,42,8131,3846,Null,Entrepreneur,2.11
693,effortsgiveaway,https://www.instagram.com/effortsgiveaway/,47841233980,"Host @mehnaz_profmakeupartist 
For sponsorship DM
Support small business
Dm for more details",FALSE,Null,9,1660,1,Null,Video Creator,1660
694,sarosh.makeupstudio,https://www.instagram.com/sarosh.makeupstudio/,9309680358,"BY APPOINTMENT ONLY 
📞 +00923184000153
🎓Internationally certified 
🗣Blog acc: @makeup.by.sarosh 
📍LAHORE 🇵🇰 
#saroshmakeupstudio",TRUE,Null,652,11071,56,Creators & Celebrities,Artist,197.7
695,rajprakashpaul,https://www.instagram.com/rajprakashpaul/,1924068646,"Hi Friends! This account is all about my life, my ministry & my family! Stay connected! #rajprakashpaul #jessypauln #zedekjoshuapaul #evanmosespaul",FALSE,Null,2606,142072,13,Null,Public Figure,10928.62
696,al_marjaan_jewellers,https://www.instagram.com/al_marjaan_jewellers/,45941227962,"STYLE YOURSELF.. 🌺
@al_marjaan_attire 👗
@al_marjaan_accessories ⌚️
•Quality Products.
•7 Days of Return Policy.
•Cash on Delivery.
•Dm us for order.",TRUE,Null,510,6717,65,Personal Goods & General Merchandise Stores,Jewelry/Watches,103.34
697,giveawaybymariyah,https://www.instagram.com/giveawaybymariyah/,46434821526,"💫Lets grow together
💫Dm to become a sponser
💫Dm for PR, shoutout and collaboration
💫Supporting all Influencers, Bloggers, and small businesses",TRUE,Null,23,14617,33,Business & Utility Services,Advertising/Marketing,442.94
698,anum_528,https://www.instagram.com/anum_528/,41663471400,"Owner||founder @lashaholic_anum 
Dm 4 shoots/collaboration
Taken by @i_am_sherazkhan 
👸of my own Queendom
Fashion||Beauty||Makeup💄",FALSE,Null,206,14020,379,Null,Digital Creator,36.99
699,bag.italll,https://www.instagram.com/bag.italll/,43417525321,"🌷everything is unisex 
🕊handmade with lots of love and warmth
🧃DM to order 
🧿 delivery period is 12-15 days
🧸 free shipping above 3,000 rupees",FALSE,Null,141,3342,400,Null,Apparel & Clothing,8.36
700,r_international_community,https://www.instagram.com/r_international_community/,46771255834,"💎 DM US for collaboration in next campaign.
💎 DM US for  promotions.
💎 DM US to get featured on page .",TRUE,Null,106,23076,46,Non-Profits & Religious Organizations,Community,501.65
701,_great_grand_giveaway_,https://www.instagram.com/_great_grand_giveaway_/,39402165636,"WE ORGANISE HUGE GIVEAWAYS /PROMOTIONS
SUPPORT SMALL BUSINESSES AND BLOGGERS.
DM FOR COLLABORATION.",TRUE,Null,16,12731,35,Business & Utility Services,Advertising/Marketing,363.74
702,blessiewesly,https://www.instagram.com/blessiewesly/,21262937944,I love Jesus Christ. Blessed to be a blessing. Wife of Man of God @johnweslyreal. Mother of 3 precious girls @dhanyanithyaprasastha,TRUE,Null,1535,99011,102,Creators & Celebrities,Public Figure,970.7
703,enoshkumarv,https://www.instagram.com/enoshkumarv/,247066850,,FALSE,Null,622,61475,157,Null,Musician/Band,391.56
704,johnweslyreal,https://www.instagram.com/johnweslyreal/,3418493550,"John Wesly Ministries, John Wesly Foundation, Christ Worship Centre, Young Holy Team. Traveled more than 65 countries! Gospel Explosion, India",FALSE,Null,1308,125677,77,Null,Public Figure,1632.17
705,samisymphonypaul,https://www.instagram.com/samisymphonypaul/,1623034404,"🙋‍♀️I Worship the True God
👫Wife to @nmichaelpaul
👭🏻Mom to @amysulochana @nannemichael @alessiasymphonypaul",FALSE,Null,804,35611,32,Null,Public Figure,1112.84
706,indiangiveawayleague,https://www.instagram.com/indiangiveawayleague/,23223140355,Effort based • Your friends should comment for you on giveaway post • No DMs • No following lists • Check the highlights section for rules,FALSE,Null,160,26055,2,Null,Advertising/Marketing,13027.5
707,heavenjoy1612,https://www.instagram.com/heavenjoy1612/,1325519674,"Child to Heavenly Father .. wife to @enoshkumarv ..He was a light to the world , wanna follow his footsteps to an extent .. Can I pray 4 u my girl ?",TRUE,Null,474,27771,253,Creators & Celebrities,Personal Blog,109.77
708,giveawaycommunity_,https://www.instagram.com/giveawaycommunity_/,28967777605,". 𝗙𝗼𝗹𝗹𝗼𝘄 𝗺𝘆 𝗳𝗼𝗹𝗹𝗼𝘄𝗶𝗻𝗴 𝗮𝗻𝗱 𝗴𝗲𝘁 𝗮 𝗰𝗵𝗮𝗻𝗰𝗲 𝘁𝗼 𝘄𝗶𝗻 𝗳𝗿𝗼𝗺 𝘂𝘀 .
📍𝗗𝗺 𝗨𝘀 𝗜𝗳 𝗬𝗼𝘂 𝗪𝗮𝗻𝘁 𝗧𝗼 𝗛𝗼𝘀𝘁 𝗧𝗵𝗲 𝗚𝗶𝘃𝗲𝗮𝘄𝗮𝘆 𝗪𝗶𝘁𝗵 𝗨𝘀",FALSE,Null,4,19284,46,Null,Advertising/Marketing,419.22
709,giveawayhub35,https://www.instagram.com/giveawayhub35/,42828060101,"INDIAN GIVEAWAYS🔥
PAGE AMBASSADOR AND MAIN HOST  @makeover_by_miss.khan_academy
MAIN HOST & ADMINS : 
@1hungrywomenn 
@dr_syedaz_bloggs 
DM! Foe mr",TRUE,Null,91,16842,33,Creators & Celebrities,Entrepreneur,510.36
710,lillyanchristopher,https://www.instagram.com/lillyanchristopher/,18392867662,"Worshipper of JESUS
Gospel through spiritual songs",FALSE,Null,187,20312,28,Null,Musician/Band,725.43
711,greengiveawaysofficial,https://www.instagram.com/greengiveawaysofficial/,45370940359,"Official Account of Green Giveaways.
DM to host a Giveaway Campaign with us.
Subscribe⬇️",TRUE,Null,53,18885,36,Personal Goods & General Merchandise Stores,Product/Service,524.58
712,mom_and_sohai,https://www.instagram.com/mom_and_sohai/,41810769540,"I am still a bun in the ove so my account is handled by my mama , my queen
Dm📩 me for Pr or any enquiry
14 December 2019 my day 🤩",FALSE,Null,287,8552,536,Null,Digital Creator,15.96
713,helping_souls_sz,https://www.instagram.com/helping_souls_sz/,40197236598,"Alhamdulillah for everything 😇 Lets help each other to grow their businesses 🇮🇳
#giveawayindia #socialwork #fundraising #donation #helpingothers",FALSE,Null,11,3852,0,Null,Advertising/Marketing,Null
714,wood_hub1,https://www.instagram.com/wood_hub1/,43098737115,"Deal in wholesale/Retail Wooden Handicraft
Managed by: @ash_mirza99
WhatsApp : +923071310308
Dm for collabs
Door Delivery available Worldwide 🌍",TRUE,Null,94,6836,469,Home Goods Stores,Home Decor,14.58
715,virago_outfits,https://www.instagram.com/virago_outfits/,20939489867,"Pret | Shirts | Bottoms
Attire of a Strong Woman 💗
DM for orders
Delivery All Over Pakistan 🇵🇰",TRUE,Null,873,12197,2,Personal Goods & General Merchandise Stores,Clothing (Brand),6098.5
716,gifted.treasures2021,https://www.instagram.com/gifted.treasures2021/,47916052295,"Bespoke hampers and many more things only for you!🎁
For further queries, dm!📩
📍Karachi, Pakistan based.",TRUE,Null,63,904,2,Personal Goods & General Merchandise Stores,Product/Service,452
717,_indu_the_multicreative_,https://www.instagram.com/_indu_the_multicreative_/,45655878050,"➡👩🏻‍⚕️🩺🏥
➡CEO: @_indu_giveaways_🎁
➡PR & Gift Reviews📦
➡Fashion | Food | Travel✈️
   Writes | Crafts | Arts🎨
   Magic | Hacks | Edits⚙️
➡@___induuu___🦁",FALSE,Null,36,20693,141,Null,Digital Creator,146.76
718,glamlifebysarwat,https://www.instagram.com/glamlifebysarwat/,12621746853,"From PAKISTAN 🇵🇰
Sprinkle kindness wherever u Go 💫
#mua
Makeup |Product |reviewer 
Dm me for PR / collab",FALSE,Null,176,4895,318,Null,Health/Beauty,15.39
719,thefinefinds,https://www.instagram.com/thefinefinds/,27378189471,"Get thrifty with us!
Mom: @apar.na 
Sis: @thefineflip 
Available items in our highlights.
DM for enquiries :)",TRUE,Null,2561,14641,609,Personal Goods & General Merchandise Stores,Apparel & Clothing,24.04
720,abby.liveshopping,https://www.instagram.com/abby.liveshopping/,40382015595,"Join our LIVE Stream and be a part of the #NewWaveofShopping 🛍️
Click on the Link below 👇",TRUE,Null,446,4702,47,Personal Goods & General Merchandise Stores,Product/Service,100.04
721,slaynshop,https://www.instagram.com/slaynshop/,7292014116,"👉🏻💯Organic Products that work❤
👉🏻Skin care, Hair and Fat Burning💁‍♀️
👉🏻📱 Whatsapp 03302631667
👉🏻Facebook ⤵️
CEO Slay and Shop Organics : @annuixm",TRUE,Null,374,46306,1,Lifestyle Services,Skin Care Service,46306
722,shilpacouture,https://www.instagram.com/shilpacouture/,8181096370,"Lets get fashionable 🦋
Fashion, inspiration,love❤️
Be spoke clothing💃
selling quality self designed👗online 
Customisation as per your requirment",TRUE,Null,706,76012,386,Business & Utility Services,Design & Fashion,196.92
723,tejas.wardrobe_,https://www.instagram.com/tejas.wardrobe_/,39954650731,"📍HYDERABAD
For queries: tejaswardrobee@gmail.com",FALSE,Null,112,8790,3,Null,Clothing (Brand),2930
724,cinderellaclosethyd,https://www.instagram.com/cinderellaclosethyd/,7311756178,"By : @iam_chandrakala 
For Orders  📞 9701315995/9966093390
👉🏻 website",TRUE,Null,1279,33451,2,Personal Goods & General Merchandise Stores,Shopping & Retail,16725.5
725,rasika_brand,https://www.instagram.com/rasika_brand/,5770133447,"Designer~MANUSHA REDDY
No COD❌ 
Dm us for orders!
Every Outfit Is Made Out Of Love And Care
10-15 Business Days~Delivery
Men’s wear~@rasikamen",TRUE,Null,507,28123,2,Creators & Celebrities,Entrepreneur,14061.5
726,aanyasriboutique,https://www.instagram.com/aanyasriboutique/,6170556356,"An online store bringing you contemporary trends with a touch of traditional charm.
Explore your style, fall in love & be amazed !
Vijayawada",TRUE,Null,1412,97768,55,Personal Goods & General Merchandise Stores,Clothing (Brand),1777.6
727,mugdhaartstudio,https://www.instagram.com/mugdhaartstudio/,1902311793,"#Mugdha, an expression of divine feminine through Handwoven textiles. 
Iconic brand synonymous with timeless #Kanjivarams 
#Gadwal
#BanarasSilkSarees",TRUE,Null,4266,221938,2205,Creators & Celebrities,Entrepreneur,100.65
728,geethanjalireddydesign,https://www.instagram.com/geethanjalireddydesign/,9424615091,"Designer @geetha_bojja 
📩E-mail : geethanjalireddyofficial@gmail.com
Phone 📲: +91 8686275032
👗We do worldwide shipping 🌎",TRUE,Null,1087,55551,1,Creators & Celebrities,Fashion Designer,55551
729,kowshiki_couture,https://www.instagram.com/kowshiki_couture/,8989965522,Kowshiki Couture is one stop solution for all fashion needs. Reach on whatsapp@9493727265  for any queries.,TRUE,Null,552,228928,47,Creators & Celebrities,Designer,4870.81
730,ashmita_9,https://www.instagram.com/ashmita_9/,220320502,"Actor|Content creator
📍Hyderabad 
480k+YouTube fam 
💌Collab -ashmita.karnani@gmail.com
Beauty/Skin care 💁🏻‍♀️
Food 🥘
Travel 🧳
No time for shit heads💩",FALSE,Null,1379,224939,270,Null,Actor,833.11
731,saaki.world,https://www.instagram.com/saaki.world/,37599550456,"A Fashion exploration for the collective modern woman.✨ 
#SaakiWomen#IAmSaaki 💜",TRUE,Null,611,250069,2,Personal Goods & General Merchandise Stores,Clothing (Brand),125034.5
732,mounika_vootla,https://www.instagram.com/mounika_vootla/,4360600380,"Simple Girl With Big Dreams✨
Worldwide Delivery available! 🌍
Designer @monu_vootla",TRUE,Null,921,19960,771,Creators & Celebrities,Fashion Designer,25.89
733,jahnavivarmalabel,https://www.instagram.com/jahnavivarmalabel/,13356294960,"Couture | Prêt | Custom | Bridal 
Dress to what your soul desires 🎀
📞: 9160210569
📧: jaanuk700@gmail.com",TRUE,Null,552,16314,2,Personal Goods & General Merchandise Stores,Clothing (Brand),8157
734,mounikas_couture,https://www.instagram.com/mounikas_couture/,17219537516,"Design /fashion 
Founder @hemamounika111 
Follow our sarees page
@diamonds_by_harish
Customisation possible 
No exchange/no cod/no cancellations",TRUE,Null,453,11214,439,Personal Goods & General Merchandise Stores,Shopping & Retail,25.54
735,lasyareddyarts,https://www.instagram.com/lasyareddyarts/,19236391229,"Custom Handcrafted Outfits🌟👗🌟
What’s app : +91-8309039624
Made in Hyderabad❤️🇮🇳
Shipping worldwide💰🌏",TRUE,Null,253,9628,0,Business & Utility Services,Design & Fashion,Null
736,houseofsadhvi,https://www.instagram.com/houseofsadhvi/,29639311138,"👗🥻We Design your Choice 🥻👗👑
💥One stop Destination for *Bridal wear *Kids Couture*Lehengas *Sarees
⭐For any querries +917032095555",TRUE,Null,593,7557,240,Creators & Celebrities,Fashion Designer,31.49
737,harshitha_karthik_,https://www.instagram.com/harshitha_karthik_/,3105034029,"Founder : @hk.permanentmakeup Dreamer.Believer.Achiever. Internationally certified : USA🇺🇸,UAE🇦🇪,Thailand🇹🇭,India 🇮🇳 enquiries: ajmira.harshitha@gmail",FALSE,Null,620,42972,217,Null,Entrepreneur,198.03
738,hk.permanentmakeup,https://www.instagram.com/hk.permanentmakeup/,5597796379,"Founder: @harshitha_karthik_ 
Internationally certified  (USA🇺🇸,UAE🇦🇪,Thailand🇹🇭, India 🇮🇳) PMU artist . Location : Kukatpally, Hyderabad",TRUE,Null,159,90338,59,Personal Goods & General Merchandise Stores,Health/Beauty,1531.15
739,feathersbtq,https://www.instagram.com/feathersbtq/,7528326067,"website:www.feathersbtq.com
☎️ +917893966553 Kukatpally, Hyderabad 
No cancellation/refund/swaps . NORESELLERS",TRUE,Null,2768,104745,152,Home Services,Local Business,689.11
740,advaita_designerstudio,https://www.instagram.com/advaita_designerstudio/,46615836573,"By @nihaarika__reddy @pravalikareddy9 
Welcome to the world of fashion❤️
You choose,we design👗🧵🧶
Dm/call/whatsapp +918639041077
We ship worldwide🌏",TRUE,Null,108,6200,4,Personal Goods & General Merchandise Stores,Clothing (Brand),1550
741,girlsaccessories__nellore,https://www.instagram.com/girlsaccessories__nellore/,7182976874,"Every women needs under a one ROOF❤
Be a queen of UR own designed outfit
100rs charge for #promotions
Admin @itzme_chalu",TRUE,Null,4327,11999,850,Personal Goods & General Merchandise Stores,Clothing Store,14.12
742,alluringaccessories.a2,https://www.instagram.com/alluringaccessories.a2/,10942530764,"Affordable Price | Premium Quality 
Happiness delivered worldwide 🌍
Follow @alluring.hairaccessories as well😍
Order from our website now! 👇",TRUE,Null,3896,71860,4,Personal Goods & General Merchandise Stores,Accessories,17965
743,picksbysamara,https://www.instagram.com/picksbysamara/,39410338913,"💸Follow stories for sale updates💸
👗👕 (dm for menswear collection)
✈️👍🏻 (check stories for jewellery)
No COD❌/bargains/exchange/return
Trusted quality😇",FALSE,Null,9291,5390,78,Null,None,69.1
744,sindhus__closet,https://www.instagram.com/sindhus__closet/,43843194490,"👗FASHION*LIFESTYLE 👗
Founder :@its_me___sindhu 
 Customiseddesigns
We ship worldwide
COD ❌ 
Dm💌 me for any queries
sindhuscloset@gmail.com",TRUE,Null,204,7129,1,Personal Goods & General Merchandise Stores,Clothing (Brand),7129
745,priyanshi_collections,https://www.instagram.com/priyanshi_collections/,4949643816,"Resellers are most welcome.
100% trusted seller
No refund/ no exchange
Payment through Gpay/ phone
Unboxing  compulsory
No returns in Quality issues",FALSE,Null,5879,8264,246,Null,None,33.59
746,kadhambari_studio,https://www.instagram.com/kadhambari_studio/,7591517310,"Kadhambari Studio Is Located in Hyderabad Providing  Service throughout globe. 
Do follow our jewelry page @kanakambari_jewels
No Returns/Cancellation",TRUE,Null,1089,173138,90,Personal Goods & General Merchandise Stores,Clothing (Brand),1923.76
747,radhapriyanka,https://www.instagram.com/radhapriyanka/,394124346,"🤍🖤🤘🏻YOLO🤘🏻🖤🤍
 …Be kind…
Pittsburgh 📍USA 
Mechanical engineer 👩‍💻",FALSE,Null,320,105369,609,Null,Video Creator,173.02
